file,question_text,iti,response,condition_type,thisN,thisTrialN,thisRepN,resp_trial.keys,resp_trial.corr,trial_list.thisRepN,trial_list.thisTrialN,trial_list.thisN,trial_list.thisIndex,thisRow.t,notes,piloting,indicator_start.started,start_indicator.started,start_resp.started,indicator_start.stopped,start_resp.keys,start_resp.rt,start_resp.duration,audio.started,audio_trial.started,text_4.started,audio_trial.stopped,text_4.stopped,audio.stopped,question.started,question_trial.started,resp_trial.started,question.stopped,trial_list.resp_trial.keys,trial_list.resp_trial.corr,break_3.started,text_3.started,text_3.stopped,break_3.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,False,0.02724941300004957,0.04632632100003775,0.04632632100003775,2.8729162240000505,5,2.797264571000028,None,,,,,,,,,,,,,,,,,001,01,2026-04-28_14h38.28.698,lobule9,,2026.1.3,59.507985004571225,2026-04-28 14h38.29.411124 +0200,
audios/incoh2.mp3,"Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.",2,2,inc,0,0,0,None,0,0,0,0,36,3.069448631,,,,,,,,,,3.0370710339999505,3.0453442840000204,3.069448631,9.061549425999942,9.095208931000002,9.061941380999997,9.078773745000035,9.880698385999949,9.880698385999949,12.879590061000044,None,0,12.879681088999973,12.895636803999992,15.00881976200003,14.861707124999953,001,01,2026-04-28_14h38.28.698,lobule9,,2026.1.3,59.507985004571225,2026-04-28 14h38.29.411124 +0200,
audios/coh18.mp3,"Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.",2,2,coh,1,1,0,,,0,1,1,3,15.00881976200003,,,,,,,,,,14.985436521999986,14.994812690333342,15.00881976200003,,,,,,,,,,,,,,,,,,,,,,
