154.2622 	EXP 	Playing sound audio_trial on speaker MacBook Air Speakers
154.2752 	EXP 	text_3: autoDraw = False
154.2752 	EXP 	text_3: autoDraw = False
154.2752 	EXP 	text_4: autoDraw = True
159.0108 	EXP 	Sound audio_trial reached end of file
159.0270 	EXP 	Sound audio_trial reached end of file
160.2773 	EXP 	text_4: autoDraw = False
160.2773 	EXP 	text_4: autoDraw = False
160.2773 	EXP 	question_trial: text = 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.'
161.1768 	INFO 	Keyboard events cleared
161.1766 	EXP 	question_trial: autoDraw = True
164.1757 	EXP 	question_trial: autoDraw = False
164.1757 	EXP 	question_trial: autoDraw = False
164.1757 	EXP 	text_3: autoDraw = True
166.1601 	EXP 	New trial (rep=0, index=4): <Trial 4 (4 in rep 0) data={'file': 'audios/incoh19.mp3', 'question_text': 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.', 'iti': 2, 'response': 1, 'condition_type': 'inc', 'thisN': 4, 'thisTrialN': 4, 'thisRepN': 0}>
166.1621 	EXP 	audio_trial: sampleRate = 44100
166.2028 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
166.2094 	EXP 	Sound audio_trial reached end of file
166.2096 	EXP 	Playing sound audio_trial on speaker MacBook Air Speakers
166.2403 	EXP 	text_3: autoDraw = False
166.2403 	EXP 	text_3: autoDraw = False
166.2403 	EXP 	text_4: autoDraw = True
171.5271 	EXP 	Sound audio_trial reached end of file
171.5416 	EXP 	Sound audio_trial reached end of file
172.2410 	EXP 	text_4: autoDraw = False
172.2410 	EXP 	text_4: autoDraw = False
172.2410 	EXP 	question_trial: text = 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.'
173.1736 	INFO 	Keyboard events cleared
173.1735 	EXP 	question_trial: autoDraw = True
176.1974 	EXP 	question_trial: autoDraw = False
176.1974 	EXP 	text_3: autoDraw = True
178.1581 	EXP 	New trial (rep=0, index=5): <Trial 5 (5 in rep 0) data={'file': 'audios/incoh16.mp3', 'question_text': 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.', 'iti': 2, 'response': 2, 'condition_type': 'inc', 'thisN': 5, 'thisTrialN': 5, 'thisRepN': 0}>
178.1606 	EXP 	audio_trial: sampleRate = 44100
178.2091 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
178.2136 	EXP 	Sound audio_trial reached end of file
178.2241 	EXP 	Playing sound audio_trial on speaker MacBook Air Speakers
178.2401 	EXP 	text_3: autoDraw = False
178.2401 	EXP 	text_3: autoDraw = False
178.2401 	EXP 	text_4: autoDraw = True
183.4727 	EXP 	Sound audio_trial reached end of file
183.4890 	EXP 	Sound audio_trial reached end of file
184.2569 	EXP 	text_4: autoDraw = False
184.2569 	EXP 	text_4: autoDraw = False
184.2569 	EXP 	question_trial: text = 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.'
185.1707 	INFO 	Keyboard events cleared
185.1705 	EXP 	question_trial: autoDraw = True
188.1701 	EXP 	question_trial: autoDraw = False
188.1701 	EXP 	question_trial: autoDraw = False
188.1701 	EXP 	text_3: autoDraw = True
190.1509 	EXP 	New trial (rep=0, index=6): <Trial 6 (6 in rep 0) data={'file': 'audios/coh9.mp3', 'question_text': 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.', 'iti': 2, 'response': 2, 'condition_type': 'coh', 'thisN': 6, 'thisTrialN': 6, 'thisRepN': 0}>
190.1532 	EXP 	audio_trial: sampleRate = 44100
190.2844 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
190.2917 	EXP 	Sound audio_trial reached end of file
190.3002 	EXP 	Playing sound audio_trial on speaker MacBook Air Speakers
190.3171 	EXP 	text_3: autoDraw = False
190.3171 	EXP 	text_3: autoDraw = False
190.3171 	EXP 	text_4: autoDraw = True
196.3183 	EXP 	text_4: autoDraw = False
196.8359 	EXP 	Sound audio_trial reached end of file
196.8528 	EXP 	Sound audio_trial reached end of file
196.8688 	EXP 	text_4: autoDraw = False
196.8688 	EXP 	question_trial: text = 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.'
197.1524 	INFO 	Keyboard events cleared
197.1521 	EXP 	question_trial: autoDraw = True
200.1674 	EXP 	question_trial: autoDraw = False
200.1674 	EXP 	text_3: autoDraw = True
202.1339 	EXP 	New trial (rep=0, index=7): <Trial 7 (7 in rep 0) data={'file': 'audios/coh4.mp3', 'question_text': 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.', 'iti': 2, 'response': 1, 'condition_type': 'coh', 'thisN': 7, 'thisTrialN': 7, 'thisRepN': 0}>
202.1361 	EXP 	audio_trial: sampleRate = 44100
202.2545 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
202.2599 	EXP 	Sound audio_trial reached end of file
202.2666 	EXP 	Playing sound audio_trial on speaker MacBook Air Speakers
202.2834 	EXP 	text_3: autoDraw = False
202.2834 	EXP 	text_3: autoDraw = False
202.2834 	EXP 	text_4: autoDraw = True
207.7152 	EXP 	Sound audio_trial reached end of file
207.7299 	EXP 	Sound audio_trial reached end of file
208.2821 	EXP 	text_4: autoDraw = False
208.2821 	EXP 	text_4: autoDraw = False
208.2821 	EXP 	question_trial: text = 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.'
209.1516 	INFO 	Keyboard events cleared
209.1513 	EXP 	question_trial: autoDraw = True
212.1641 	EXP 	question_trial: autoDraw = False
212.1641 	EXP 	text_3: autoDraw = True
214.1306 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'file': 'audios/coh12.mp3', 'question_text': 'Was the story about a woman? Press the left arrow key for no, or the right arrow key for yes.', 'iti': 2, 'response': 1, 'condition_type': 'coh', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
214.1325 	EXP 	audio_trial: sampleRate = 44100
214.1806 	INFO 	Resampled audio from 44100Hz to 48000Hz using method 'default'.
214.1851 	EXP 	Sound audio_trial reached end of file
214.1968 	EXP 	Playing sound audio_trial on speaker MacBook Air Speakers
214.2114 	EXP 	text_3: autoDraw = False
214.2114 	EXP 	text_3: autoDraw = False
214.2114 	EXP 	text_4: autoDraw = True
214.6971 	DATA 	Keypress: escape
214.7047 	EXP 	Device response: <KeyPress from None: t=214.59615535199998, value=escape, duration=None>
214.7050 	EXP 	Device response: <KeyPress from None: t=214.59615535199998, value=escape, duration=0.07806488599999284>
214.7051 	EXP 	lobule9: status = STOPPED
214.7086 	EXP 	Sound audio_trial stopped
214.7300 	EXP 	text_4: autoDraw = False
214.7301 	EXP 	lobule9: status = STOPPED
214.7385 	INFO 	saved data to '/Users/natalia/Nextcloud/current_teaching/2026_SS_SE_ANI/experiments/lobule9/data/001_lobule9_2026-04-28_14h31.24.094.csv'
214.7414 	INFO 	saved data to /Users/natalia/Nextcloud/current_teaching/2026_SS_SE_ANI/experiments/lobule9/data/001_lobule9_2026-04-28_14h31.24.094.psydat
214.7698 	DATA 	Keypress: escape
215.5371 	INFO 	Stopping keyboard key buffers.
